resume,"이력서",0,0,1775716886
applicant,"지원자",0,0,1775716886
requirement,"필요조건",0,0,1775716886
meet,"(요구를)만족시키다",0,0,1775716886
qualified,"자격있는",0,0,1775716886
candidate,"후보자",0,0,1775716886
confidence,"확신",0,0,1775716886
highly,"매우",0,0,1775716886
professional,"전문적인",0,0,1775716886
interview,"면접",0,0,1775716886
hire,"고용하다",0,0,1775716886
training,"교육",0,0,1775716886
reference,"추천서",0,0,1775716886
position,"일자리",0,0,1775716886
achievement,"성취",0,0,1775716886
impressed,"인상 깊게 생각하는",0,0,1775716886
excellent,"훌륭한",0,0,1775716886
eligible,"자격이 있는",0,0,1775716886
identify,"알아보다",0,0,1775716886
associate,"관련시키다",0,0,1775716886
condition,"조건",0,0,1775716886
employment,"고용",0,0,1775716886
lack,"~이 없다",0,0,1775716886
managerial,"관리의",0,0,1775716886
diligent,"성실한",0,0,1775716886
familiar,"익숙한",0,0,1775716886
proficiency,"숙달",0,0,1775716886
prospective,"장래의",0,0,1775716886
appeal,"관심을 끌다",0,0,1775716886
specialize,"~을 전공하다",0,1,1775781080
apprehensive,"걱정하는",0,0,1775716886
consultant,"고문",0,0,1775716886
entitle,"자격을 주다",0,0,1775716886
degree,"학위",0,0,1775716886
payroll,"임금대장",0,0,1775716886
recruit,"(신입사원등을)모집하다",0,0,1775716886
certification,"증명서",1,0,1775719936
occupation,"직업",0,0,1775716886
wage,"임금",0,0,1775716886
attire,"복장",0,0,1775716886
code,"규범",0,1,1775781078
concern,"우려",0,0,1775716886
policy,"규정, 보험",0,0,1775716886
comply,"준수하다",0,0,1775716886
regulation,"규정",0,0,1775716886
exception,"예외",0,0,1775716886
adhere,"지키다",0,0,1775716886
severely,"엄격하게",0,0,1775716886
refrain,"자제하다",0,0,1775716886
permission,"허락",0,0,1775716886
access,"이용권한",0,0,1775716886
thoroughly,"철저하게",0,0,1775716886
revise,"(의견을)수정하다",1,0,1775781137
approach,"접근법",0,0,1775716886
approval,"승인",0,0,1775716886
form,"종류",0,0,1775716886
immediately,"즉시",0,0,1775716886
inspection,"점검",0,0,1775716886
arrangement,"준비",0,0,1775716886
procedure,"절차",0,0,1775716886
negative,"부정적인",0,0,1775716886
mandate,"명령하다",0,0,1775716886
effect,"(법률등의)효력",0,0,1775716886
drastically,"심하게",0,0,1775716886
according to,"~에 따라",0,0,1775716886
enable,"(무엇을)가능하게 하다",0,0,1775716886
standard,"기준",1,0,1775719896
constant,"지속적인",0,0,1775716886
act,"법령",0,0,1775716886
compensation,"보상금",0,0,1775716886
ban,"금지",0,0,1775716886
obligation,"의무",0,0,1775716886
authorize,"~을 인가하다",0,0,1775716886
prohibit,"금지하다",0,0,1775716886
abolish,"(제도를)폐지하다",0,0,1775716886
enforce,"(법률을)시행하다",0,1,1775781078
habit,"습관",0,0,1775716886
lagislation,"법률",0,0,1775716886
restrict,"한정하다",0,0,1775716886
accustomed,"익숙한",0,0,1775716886
corporatiion,"주식회사",0,0,1775716886
demanding,"요구가 많은",0,0,1775716886
colleague,"동료",0,0,1775716886
division,"부서",0,0,1775716886
request,"요청",0,0,1775716886
efficiently,"효율적으로",0,0,1775716886
manage,"~을 경영하다, 가까스로 하다",0,0,1775716886
submit,"제출하다",0,0,1775716886
directly,"곧바로",0,0,1775716886
remind,"~에게 상기시키다",0,0,1775716886
instruct,"지시하다",0,0,1775716886
deadline,"마감일",0,0,1775716886
sample,"견본,시식하다,(견본으로 질을)시험하다",0,0,1775716886
notify,"~에게 통지하다",0,0,1775716886
perform,"행하다",0,0,1775716886
monitor,"감독하다",0,0,1775716886
deserve,"~할 만하다",0,0,1775716886
assignment,"일",0,0,1775716886
entire,"전체의",0,0,1775716886
release,"발표하다",0,0,1775716886
extension,"연장",0,0,1775716886
electronically,"컴퓨터 통신망으로",0,0,1775716886
attendance,"출석",0,0,1775716886
absolutely,"절대적으로",0,0,1775716886
delegate,"(권한등을)위임하다. 대표",0,0,1775716886
attentively,"주의 깊게",0,0,1775716886
supervision,"감독",0,0,1775716886
workshop,"워크숍",0,0,1775716886
draw,"끌다",0,0,1775716886
revision,"수정",0,0,1775716886
reluctantly,"마지못해",0,1,1775781081
acquaint,"~에게 숙지시키다",0,0,1775716886
convey,"(용건을)전달하다",0,1,1775781078
check,"검사하다",0,0,1775716886
headquarters,"본부",0,0,1775716886
file,"(서류를)정리하다",0,0,1775716886
oversee,"감독하다 (foresee예견하다",1,0,1775719845
involved,"관여하는",0,0,1775716886
concentrate,"집중하다",0,0,1775716886
lax,"(행동 등이)느슨한",0,0,1775716886
procrastinate,"미루다",0,0,1775716886
combined,"결합된",0,0,1775716886
accomplish,"성취하다",0,0,1775716886
voluntarily,"자발적으로",0,0,1775716886
undertake,"(일을)떠맡다",0,0,1775716886
assume,"(책임,역할을)맡다",0,0,1775716886
occasionally,"가끔",0,0,1775716886
employee,"직원",0,0,1775716886
assist,"돕다",0,0,1775716886
satisfied,"만족하는",0,0,1775716886
manner,"방식",0,0,1775716886
responsible,"책임이 있는",0,0,1775716886
conduct,"(업무 등을)수행하다",0,0,1775716886
adjust,"적응하다",0,0,1775716886
personnel,"(집합적)직원",0,0,1775716886
agree,"동의하다",0,0,1775716886
supervise,"감독하다",0,0,1775716886
coworker,"동료",0,0,1775716886
direct,"~에게 길을 안내하다",0,0,1775716886
confidential,"기밀의",0,0,1775716886
assign,"배정하다",0,0,1775716886
leading,"선도적인",0,0,1775716886
formal,"격식을 갖춘",0,1,1775781079
remove,"해임하다",0,0,1775716886
collect,"모으다",0,0,1775716886
coordinate,"조정하다",0,1,1775781079
hardly,"거의~하지않다",0,0,1775716886
abstract,"추상적인",0,0,1775716886
directory,"주소록",0,0,1775716886
accountable,"책임이 있는",0,0,1775716886
skillfully,"능숙하게",0,0,1775716886
exclusive,"독점적인",0,0,1775716886
intention,"의지",0,0,1775716886
transform,"바꾸다",0,0,1775716886
respectful,"정중한",0,0,1775716886
duplicate,"사본",0,1,1775781079
contrary,"반대",0,0,1775716886
disturbing,"충격적인",0,0,1775716886
engage,"관여하다",0,0,1775716886
foster,"촉진하다",0,0,1775716886
neutrality,"중립성",0,0,1775716886
widely,"널리",0,0,1775716886
sophisticated,"(기계가)정교한",0,0,1775716886
timely,"시기적절한",0,0,1775716886
realistically,"현실적으로",0,0,1775716886
promptly,"즉시, 정각에",0,0,1775716886
accessible,"출입할 수 있는, 이용할 수 있는",0,0,1775716886
implement,"실시하다",0,0,1775716886
feedback,"의견",0,0,1775716886
outstanding,"우수한, (부채 등이)미지불된",0,0,1775716886
inform,"~에게 알리다",0,0,1775716886
replacement,"교체",0,0,1775716886
announcement,"공고",0,0,1775716886
department,"(조직",0,1,1775719867
permanently,"영구적으로",0,0,1775716886
fulfill,"(조건을)만족시키다",0,0,1775716886
outline,"개요",0,0,1775716886
explain,"설명하다",0,0,1775716886
contain,"포함하다",0,0,1775716886
compile,"(자료 등을)편집하다, 모으다",0,0,1775716886
subsequent,"차후의",0,0,1775716886
overview,"개요",0,0,1775716886
provider,"공급자",0,0,1775716886
matter,"문제",0,0,1775716886
expertise,"전문지식",0,0,1775716886
demonstrate,"증명하다, (모형, 실험등으로)설명하다",0,0,1775716886
